transaction_id,customer_id,amount,transaction_type,country,device_type,is_fraud,timestamp
TXN_100101,9110.0,3750.8,pos,India,desktop,0,2025-08-10 05:12:52
TXN_100102,4840.0,4566.26,UNKNOWN,India,desktop,0,2025-12-08 02:35:52
TXN_100103,2028.0,2927.82,online,Canada,tablet,0,2025-08-22 07:25:52
TXN_100104,8385.0,3631.97,online,UK,,0,2025-12-22 07:42:52
TXN_100105,1502.0,,online,India,mobile,0,2025-12-03 09:56:52
TXN_100106,7910.0,1892.36,bank_transfer,USA,desktop,0,2025-10-03 14:14:52
TXN_100107,7938.0,-9999.0,online,India,desktop,1,2025-05-21 16:29:52
TXN_100108,5488.0,1029.2,online,Canada,mobile,0,2025-10-11 00:07:52
TXN_100109,1206.0,1260.95,online,Canada,desktop,1,2025-12-12 06:53:52
TXN_100110,6134.0,1377.29,online,UK,mobile,0,INVALID_DATE
TXN_100111,6977.0,1040.1,atm_withdrawal,India,tablet,0,2025-10-29 06:35:52
TXN_100112,8721.0,4391.71,bank_transfer,USA,,0,2025-02-08 12:08:52
TXN_100113,8035.0,3786.21,pos,USA,mobile,0,2025-06-05 15:56:52
TXN_100114,,239.25,online,Germany,desktop,1,2025-08-28 19:47:52
TXN_100115,8858.0,1347.02,atm_withdrawal,USA,mobile,0,2025-02-13 01:09:52
TXN_100116,1863.0,115.81,atm_withdrawal,UK,mobile,0,2025-09-07 01:31:52
TXN_100117,3790.0,2493.34,atm_withdrawal,UK,desktop,0,2025-03-19 01:13:52
TXN_100118,8408.0,2383.67,pos,USA,,0,2025-01-21 21:19:52
TXN_100119,9755.0,4157.7,online,USA,mobile,0,2025-01-20 03:01:52
TXN_100120,6116.0,1542.35,bank_transfer,,mobile,1,2025-04-24 00:38:52
TXN_100121,7019.0,4082.85,bank_transfer,,mobile,0,2025-09-04 09:12:52
TXN_100122,2757.0,4840.03,atm_withdrawal,,tablet,0,2025-08-06 21:36:52
TXN_100123,8574.0,446.6,pos,,tablet,0,2025-09-30 02:53:52
TXN_100124,7374.0,3960.13,pos,USA,desktop,0,2025-02-27 23:51:52
TXN_100125,7892.0,2951.83,pos,Canada,tablet,0,2025-05-22 10:22:52
TXN_100126,2678.0,2402.83,bank_transfer,Canada,desktop,0,2025-02-10 05:19:52
TXN_100127,4242.0,2105.58,atm_withdrawal,Germany,desktop,0,2025-11-02 16:56:52
TXN_100128,5636.0,3924.42,online,USA,tablet,0,2025-06-27 04:13:52
TXN_100129,2059.0,,bank_transfer,Canada,desktop,0,2025-06-09 20:53:52
TXN_100130,,4026.2,atm_withdrawal,USA,tablet,0,2025-05-30 20:02:52
TXN_100131,,4516.24,atm_withdrawal,USA,desktop,0,2025-10-26 14:41:52
TXN_100132,6915.0,3088.23,online,USA,tablet,0,2025-05-16 19:00:52
TXN_100133,3693.0,4902.41,online,India,tablet,0,2025-11-20 08:13:52
TXN_100134,4627.0,3042.4,online,,desktop,0,2025-09-25 18:08:52
TXN_100135,6450.0,3185.04,pos,India,mobile,0,2025-03-07 17:58:52
TXN_100136,2663.0,2776.3,online,Germany,desktop,0,2025-12-26 00:59:52
TXN_100137,6592.0,459.56,atm_withdrawal,Canada,tablet,0,2025-08-03 20:15:52
TXN_100138,8392.0,3633.35,online,Canada,mobile,0,2025-03-29 16:23:52
TXN_100139,2306.0,2739.49,atm_withdrawal,Canada,desktop,0,2025-11-24 20:08:52
TXN_100140,7776.0,2257.3,bank_transfer,Canada,desktop,1,2025-02-04 15:14:52
TXN_100141,,,pos,Canada,desktop,0,2025-08-24 05:11:52
TXN_100142,8526.0,,bank_transfer,Canada,mobile,0,2025-11-07 11:13:52
TXN_100143,9901.0,,bank_transfer,Canada,tablet,0,2025-02-08 00:55:52
TXN_100144,6575.0,3489.72,atm_withdrawal,Germany,desktop,0,2025-12-14 18:15:52
TXN_100145,6530.0,3983.38,bank_transfer,USA,desktop,0,2025-06-11 18:30:52
TXN_100146,5413.0,2299.44,atm_withdrawal,,desktop,0,2025-11-18 10:22:52
TXN_100147,4748.0,,online,India,desktop,0,2025-07-01 17:01:52
TXN_100148,1663.0,3845.74,online,UK,,0,2025-03-06 09:17:52
TXN_100149,,335.85,atm_withdrawal,UK,tablet,0,2025-02-28 01:29:52
TXN_100150,8994.0,234.08,online,,tablet,0,2025-09-10 13:04:52
TXN_100151,2495.0,3105.92,pos,USA,desktop,0,2025-07-12 06:11:52
TXN_100152,4304.0,1740.33,bank_transfer,USA,mobile,0,2025-05-17 08:14:52
TXN_100153,4763.0,1049.61,pos,Canada,tablet,0,2025-07-18 20:00:52
TXN_100154,6232.0,2900.35,bank_transfer,Germany,mobile,0,2025-03-15 06:12:52
TXN_100155,2853.0,1711.11,online,Canada,tablet,0,2025-02-12 12:42:52
TXN_100156,7585.0,2688.63,pos,,desktop,0,2025-12-12 17:24:52
TXN_100157,2291.0,,online,Germany,tablet,0,2025-10-05 16:27:52
TXN_100158,4581.0,2925.91,bank_transfer,UK,desktop,0,2025-07-19 15:51:52
TXN_100159,8554.0,2004.5,atm_withdrawal,UK,tablet,0,2025-01-23 11:39:52
TXN_100160,8280.0,3489.85,atm_withdrawal,Germany,desktop,0,2025-04-04 08:51:52
TXN_100161,2636.0,904.44,UNKNOWN,Germany,desktop,0,2025-07-18 13:37:52
TXN_100162,4696.0,3484.02,online,Canada,,0,2025-09-25 17:50:52
TXN_100163,1698.0,2061.25,online,Canada,desktop,0,2025-02-12 17:13:52
TXN_100164,5737.0,4372.22,pos,UK,mobile,0,2025-07-28 06:47:52
TXN_100165,,2578.6,atm_withdrawal,USA,desktop,1,2025-10-07 02:48:52
TXN_100166,,4865.69,bank_transfer,Germany,mobile,0,2025-07-18 11:51:52
TXN_100167,6855.0,3011.67,pos,Canada,mobile,0,2025-01-29 09:59:52
TXN_100168,8392.0,1123.13,bank_transfer,UK,desktop,0,2025-10-02 17:11:52
TXN_100169,7528.0,4109.84,atm_withdrawal,Canada,mobile,0,2025-07-11 21:07:52
TXN_100170,6249.0,1728.69,online,Germany,tablet,0,2025-09-11 03:28:52
TXN_100171,6172.0,,atm_withdrawal,Germany,desktop,0,2025-03-31 18:22:52
TXN_100172,2707.0,163.86,pos,,mobile,0,2025-07-08 18:14:52
TXN_100173,,2745.83,online,USA,desktop,0,2025-07-29 21:43:52
TXN_100174,6535.0,2674.45,pos,,desktop,0,2025-11-13 17:12:52
TXN_100175,5931.0,,pos,UK,desktop,0,2025-02-22 20:48:52
TXN_100176,,,atm_withdrawal,Canada,mobile,0,2025-02-21 06:26:52
TXN_100177,1202.0,,pos,UK,tablet,0,2025-06-13 15:33:52
TXN_100178,5218.0,1653.85,atm_withdrawal,Germany,tablet,1,2025-11-26 10:48:52
TXN_100179,,1611.31,online,India,mobile,0,2025-11-10 09:56:52
TXN_100180,5389.0,465.99,atm_withdrawal,India,desktop,0,2025-06-07 18:22:52
TXN_100181,3327.0,2408.32,online,India,mobile,0,2025-04-12 09:39:52
TXN_100182,9004.0,,atm_withdrawal,UK,,0,2025-05-22 10:51:52
TXN_100183,3931.0,2560.73,UNKNOWN,Germany,mobile,0,2025-06-10 00:57:52
TXN_100184,8777.0,789.1,bank_transfer,Canada,desktop,0,2025-09-03 05:32:52
TXN_100185,1197.0,1889.54,UNKNOWN,,mobile,0,2025-12-25 08:17:52
TXN_100186,8125.0,17.96,atm_withdrawal,UK,desktop,0,2025-02-06 14:07:52
TXN_100187,2930.0,-9999.0,atm_withdrawal,India,mobile,0,2025-10-05 17:13:52
TXN_100188,7287.0,427.16,online,USA,tablet,0,2025-07-27 14:55:52
TXN_100189,9800.0,2988.4,pos,UK,,0,2025-02-05 11:51:52
TXN_100190,5282.0,4931.35,atm_withdrawal,UK,,0,2025-08-21 17:31:52
TXN_100191,3511.0,2685.27,pos,Germany,,0,2025-12-05 07:45:52
TXN_100192,,4620.59,bank_transfer,Canada,desktop,0,2025-06-18 12:23:52
TXN_100193,3811.0,1184.4,atm_withdrawal,,desktop,0,2025-06-28 04:28:52
TXN_100194,8098.0,3800.98,atm_withdrawal,UK,mobile,0,2025-04-17 06:19:52
TXN_100195,7546.0,2658.67,pos,India,tablet,0,2025-09-02 21:10:52
TXN_100196,2986.0,3603.98,atm_withdrawal,India,desktop,1,2025-12-01 20:15:52
TXN_100197,9338.0,316.4,pos,USA,mobile,0,2025-04-23 01:27:52
TXN_100198,3911.0,742.96,atm_withdrawal,Germany,tablet,0,2025-07-31 12:30:52
TXN_100199,2734.0,669.92,online,USA,desktop,0,2025-02-26 02:01:52
TXN_100200,2843.0,3437.39,pos,India,desktop,0,2025-11-01 10:44:52
TXN_100201,9680.0,4222.98,atm_withdrawal,Canada,tablet,0,2025-12-11 22:24:52
TXN_100202,3976.0,3749.33,bank_transfer,India,tablet,0,2025-05-31 01:43:52
TXN_100203,2959.0,157.21,atm_withdrawal,Germany,tablet,0,2025-05-02 18:41:52
TXN_100204,6759.0,-9999.0,bank_transfer,India,tablet,0,2025-05-14 16:17:52
TXN_100205,7694.0,1773.96,bank_transfer,Germany,mobile,0,2025-05-05 15:38:52
TXN_100206,,1988.83,online,Germany,tablet,0,2025-03-22 18:45:52
TXN_100207,5736.0,,pos,Germany,,0,2025-11-19 05:17:52
TXN_100208,,3688.34,atm_withdrawal,Germany,desktop,0,2025-05-08 10:17:52
TXN_100209,9155.0,915.51,online,Germany,,1,2025-06-01 06:10:52
TXN_100210,,2822.01,atm_withdrawal,Canada,,0,2025-03-28 12:52:52
TXN_100211,7616.0,4204.35,bank_transfer,USA,desktop,1,2025-02-20 06:04:52
TXN_100212,,450.58,pos,UK,tablet,0,2025-02-26 06:20:52
TXN_100213,5061.0,2679.0,atm_withdrawal,USA,desktop,0,2025-08-25 04:28:52
TXN_100214,1262.0,1169.92,atm_withdrawal,Germany,,0,2025-12-13 16:48:52
TXN_100215,7287.0,1717.92,bank_transfer,Canada,tablet,0,2025-05-05 15:11:52
TXN_100216,9815.0,2372.48,atm_withdrawal,,tablet,0,2025-05-17 06:27:52
TXN_100217,,1778.75,atm_withdrawal,Canada,mobile,0,2025-12-30 15:34:52
TXN_100218,6423.0,,bank_transfer,Germany,,0,2025-11-04 00:28:52
TXN_100219,5548.0,2400.51,UNKNOWN,Canada,tablet,0,2025-06-01 11:44:52
TXN_100220,4108.0,2923.08,bank_transfer,Canada,mobile,0,2025-06-19 09:00:52
TXN_100221,8158.0,3685.43,online,Germany,,0,2025-06-18 23:06:52
TXN_100222,8400.0,2790.92,UNKNOWN,Canada,mobile,0,2025-02-27 11:32:52
TXN_100223,4170.0,2934.74,online,UK,,0,2025-09-24 17:22:52
TXN_100224,3255.0,,online,UK,desktop,0,2025-11-30 14:11:52
TXN_100225,2154.0,1896.97,pos,Canada,,0,2025-12-18 10:21:52
TXN_100226,,,online,India,tablet,0,2025-09-11 16:45:52
TXN_100227,7295.0,4498.74,bank_transfer,Germany,tablet,0,2025-05-24 00:18:52
TXN_100228,,,online,UK,,0,2025-10-06 15:04:52
TXN_100229,,1225.54,pos,India,tablet,0,2025-02-08 06:57:52
TXN_100230,6539.0,2493.75,bank_transfer,Canada,mobile,0,2025-12-18 06:26:52
TXN_100231,5199.0,,pos,India,mobile,0,2025-11-05 23:07:52
TXN_100232,9445.0,,pos,,,0,2025-11-09 13:05:52
TXN_100233,3557.0,42.63,atm_withdrawal,UK,mobile,0,2025-04-01 13:32:52
TXN_100234,6592.0,1130.54,atm_withdrawal,Canada,desktop,0,2025-09-16 09:45:52
TXN_100235,1098.0,1829.96,pos,Germany,tablet,0,2025-10-05 02:12:52
TXN_100236,3200.0,2441.61,pos,Canada,desktop,0,2025-05-17 02:50:52
TXN_100237,,4254.83,pos,Germany,tablet,0,2025-05-14 20:20:52
TXN_100238,5973.0,444.0,atm_withdrawal,Canada,mobile,0,2025-06-26 01:12:52
TXN_100239,,-9999.0,atm_withdrawal,India,,0,2025-11-05 01:51:52
TXN_100240,3869.0,282.99,online,,desktop,0,2025-10-12 21:08:52
TXN_100241,1956.0,4212.36,online,India,mobile,0,2025-12-15 14:22:52
TXN_100242,,262.92,pos,USA,tablet,0,2025-08-04 19:08:52
TXN_100243,,,bank_transfer,Germany,tablet,0,2025-12-09 21:35:52
TXN_100244,7944.0,3486.32,bank_transfer,India,tablet,0,2025-02-14 11:32:52
TXN_100245,5493.0,4986.29,atm_withdrawal,USA,desktop,0,2025-07-20 11:14:52
TXN_100246,5911.0,4483.57,UNKNOWN,Germany,desktop,0,2025-05-19 22:14:52
TXN_100247,,2882.11,atm_withdrawal,Canada,tablet,0,2025-07-16 20:12:52
TXN_100248,7015.0,4587.39,pos,USA,,0,2025-01-26 21:13:52
TXN_100249,2218.0,31.47,bank_transfer,UK,mobile,0,2025-04-20 15:52:52
TXN_100250,5496.0,4875.46,online,USA,desktop,0,2025-02-11 21:41:52
TXN_100251,5735.0,2456.29,pos,,mobile,0,2025-03-02 23:29:52
TXN_100252,,3615.87,online,Germany,desktop,1,2025-10-22 05:59:52
TXN_100253,9050.0,4105.2,online,,tablet,0,2025-09-07 23:30:52
TXN_100254,4446.0,3593.69,pos,,desktop,0,2025-04-29 10:16:52
TXN_100255,,2677.51,online,India,desktop,0,2025-08-23 08:35:52
TXN_100256,7893.0,2385.71,bank_transfer,India,tablet,0,2025-02-12 21:37:52
TXN_100257,2693.0,4193.72,online,,mobile,0,2025-09-14 18:51:52
TXN_100258,4436.0,,bank_transfer,Germany,desktop,0,2025-06-03 23:08:52
TXN_100259,9754.0,4840.13,bank_transfer,Germany,desktop,0,2025-12-17 06:11:52
TXN_100260,6895.0,3556.21,bank_transfer,,tablet,0,2025-02-11 22:26:52
TXN_100261,4354.0,1001.54,atm_withdrawal,UK,mobile,0,2025-03-28 10:58:52
TXN_100262,1225.0,,online,Canada,desktop,0,2025-12-20 18:51:52
TXN_100263,5893.0,,pos,UK,tablet,0,2025-06-20 12:11:52
TXN_100264,8022.0,3537.61,pos,Canada,desktop,0,2025-08-11 17:32:52
TXN_100265,6600.0,3840.06,online,India,tablet,0,2025-05-27 05:26:52
TXN_100266,8996.0,-9999.0,atm_withdrawal,Canada,mobile,0,2025-08-11 09:53:52
TXN_100267,8683.0,2532.99,atm_withdrawal,Germany,,0,2025-02-04 13:01:52
TXN_100268,5642.0,4660.41,bank_transfer,,mobile,0,2025-03-30 16:39:52
TXN_100269,8679.0,1606.61,online,USA,,0,2025-04-08 10:42:52
TXN_100270,9208.0,2971.45,online,India,desktop,0,2025-07-01 12:12:52
TXN_100271,8339.0,1849.31,pos,Germany,desktop,0,2025-10-30 17:16:52
TXN_100272,3205.0,2274.07,online,UK,mobile,1,2025-07-15 11:56:52
TXN_100273,2069.0,2745.27,atm_withdrawal,Germany,,0,2025-03-22 02:24:52
TXN_100274,4444.0,2746.87,online,USA,mobile,0,2025-12-30 15:15:52
TXN_100275,2060.0,1012.64,pos,USA,desktop,0,2025-11-22 14:08:52
TXN_100276,3327.0,3424.43,bank_transfer,Germany,mobile,0,2025-08-29 13:23:52
TXN_100277,4420.0,443.9,pos,Germany,mobile,0,INVALID_DATE
TXN_100278,1301.0,698.43,pos,USA,,0,2025-11-22 04:53:52
TXN_100279,1606.0,18.54,bank_transfer,,tablet,0,2025-10-10 10:01:52
TXN_100280,,587.9,pos,India,mobile,0,2025-06-08 15:47:52
TXN_100281,1699.0,2368.47,pos,India,tablet,0,2025-07-01 03:30:52
TXN_100282,,3032.48,online,,tablet,0,2025-10-25 05:02:52
TXN_100283,1190.0,,online,India,mobile,0,2025-05-19 23:23:52
TXN_100284,1980.0,537.96,bank_transfer,,tablet,0,2025-07-05 08:03:52
TXN_100285,3975.0,,online,USA,mobile,0,2025-10-29 13:54:52
TXN_100286,7102.0,3731.14,online,Germany,desktop,0,2025-07-31 12:00:52
TXN_100287,2184.0,,pos,Germany,desktop,1,2025-02-21 18:26:52
TXN_100288,4327.0,4665.03,atm_withdrawal,Germany,desktop,0,2025-09-20 22:39:52
TXN_100289,4394.0,4954.69,online,UK,desktop,0,2025-04-14 20:59:52
TXN_100290,9319.0,1028.98,atm_withdrawal,India,tablet,0,2025-12-10 02:41:52
TXN_100291,2816.0,1899.25,online,Germany,mobile,0,2025-07-29 16:12:52
TXN_100292,6854.0,4632.61,online,Canada,mobile,0,2025-02-16 13:06:52
TXN_100293,7709.0,3609.37,bank_transfer,Canada,,0,2025-11-30 13:37:52
TXN_100294,1569.0,245.23,bank_transfer,USA,desktop,0,2025-02-23 16:15:52
TXN_100295,6442.0,3908.66,bank_transfer,India,desktop,0,2025-01-28 01:38:52
TXN_100296,2895.0,4140.56,atm_withdrawal,Germany,mobile,0,2025-11-24 13:07:52
TXN_100297,3733.0,3753.76,pos,Canada,desktop,0,2025-11-25 18:56:52
TXN_100298,,3998.69,online,India,mobile,0,2025-09-29 07:18:52
TXN_100299,8455.0,,online,USA,mobile,0,2025-08-14 06:13:52
TXN_100300,5014.0,936.09,online,UK,,1,2025-03-27 07:56:52
TXN_100301,2686.0,1182.28,atm_withdrawal,India,mobile,0,2025-03-26 23:00:52
TXN_100302,4009.0,3170.62,bank_transfer,India,mobile,0,2025-10-29 00:12:52
TXN_100303,8806.0,4539.79,pos,,mobile,0,2025-11-19 22:36:52
TXN_100304,1154.0,1584.4,atm_withdrawal,India,mobile,0,2025-02-28 08:25:52
TXN_100305,2409.0,2943.59,bank_transfer,USA,desktop,0,2025-11-17 19:30:52
TXN_100306,1784.0,-9999.0,atm_withdrawal,,mobile,0,2025-05-17 20:55:52
TXN_100307,9096.0,2262.48,pos,UK,mobile,0,2025-10-01 16:52:52
TXN_100308,8560.0,,bank_transfer,Germany,desktop,0,2025-06-11 10:58:52
TXN_100309,8343.0,4498.84,atm_withdrawal,Canada,desktop,0,2025-09-25 08:35:52
TXN_100310,,3122.39,pos,Germany,desktop,0,2025-05-23 20:07:52
TXN_100311,6596.0,2701.21,online,India,mobile,0,2025-09-02 04:41:52
TXN_100312,6801.0,,pos,Canada,tablet,0,2025-06-15 21:52:52
TXN_100313,,2889.54,online,UK,tablet,0,2025-02-02 23:18:52
TXN_100314,1537.0,1780.04,atm_withdrawal,UK,desktop,0,2025-04-26 06:26:52
TXN_100315,6986.0,1960.45,bank_transfer,Canada,tablet,0,2025-08-08 11:20:52
TXN_100316,2841.0,,bank_transfer,USA,desktop,0,2025-08-27 17:57:52
TXN_100317,9716.0,337.76,atm_withdrawal,Canada,mobile,0,2025-11-10 12:31:52
TXN_100318,7971.0,1148.98,bank_transfer,India,tablet,0,2025-02-19 03:04:52
TXN_100319,6625.0,2716.53,bank_transfer,USA,mobile,0,2025-09-07 16:14:52
TXN_100320,,2160.48,online,UK,tablet,0,INVALID_DATE
TXN_100321,8992.0,1667.41,atm_withdrawal,Canada,mobile,0,2025-05-01 09:03:52
TXN_100322,5780.0,3654.09,pos,Germany,tablet,0,2025-11-21 01:30:52
TXN_100323,3368.0,3470.12,online,,mobile,0,2025-02-24 21:31:52
TXN_100324,7655.0,837.82,atm_withdrawal,India,mobile,0,2025-09-25 00:57:52
TXN_100325,9173.0,4393.75,online,,tablet,0,2025-04-25 21:08:52
TXN_100326,5495.0,2479.64,pos,Canada,mobile,0,2025-07-05 21:54:52
